[ 2 , 0 , 1.44e-06 ],
[ 2 , -1.15199e-05 , 1.43997e-06 ],
[ 2 , -3.45594e-05 , 1.43992e-06 ],
[ 2 , -6.91176e-05 , 1.43984e-06 ],
[ 2 , -0.000115193 , 1.43974e-06 ],
[ 2.00001 , -0.000172785 , 1.43961e-06 ],
[ 2.00001 , -0.000241889 , 1.43945e-06 ],
[ 2.00001 , -0.000322506 , 1.43926e-06 ],
[ 2.00002 , -0.00041463 , 1.43905e-06 ],
[ 2.00002 , -0.000518259 , 1.43882e-06 ],
[ 2.00003 , -0.000633389 , 1.43856e-06 ],
[ 2.00003 , -0.000760016 , 1.43827e-06 ],
[ 2.00004 , -0.000898135 , 1.43795e-06 ],
[ 2.00004 , -0.00104774 , 1.43761e-06 ],
[ 2.00005 , -0.00120883 , 1.43725e-06 ],
[ 2.00006 , -0.00138139 , 1.43685e-06 ],
[ 2.00007 , -0.00156543 , 1.43643e-06 ],
[ 2.00007 , -0.00176092 , 1.43599e-06 ],
[ 2.00008 , -0.00196788 , 1.43552e-06 ],
[ 2.00009 , -0.00218628 , 1.43502e-06 ],
[ 2.0001 , -0.00241612 , 1.4345e-06 ],
[ 2.00011 , -0.00265739 , 1.43395e-06 ],
[ 2.00012 , -0.00291009 , 1.43338e-06 ],
[ 2.00013 , -0.0031742 , 1.43278e-06 ],
[ 2.00014 , -0.00344971 , 1.43215e-06 ],
[ 2.00016 , -0.00373662 , 1.4315e-06 ],
[ 2.00017 , -0.00403491 , 1.43082e-06 ],
[ 2.00018 , -0.00434458 , 1.43012e-06 ],
[ 2.00019 , -0.0046656 , 1.42939e-06 ],
[ 2.00021 , -0.00499798 , 1.42864e-06 ],
[ 2.00022 , -0.0053417 , 1.42786e-06 ],
[ 2.00024 , -0.00569674 , 1.42705e-06 ],
[ 2.00025 , -0.00606309 , 1.42622e-06 ],
[ 2.00027 , -0.00644074 , 1.42537e-06 ],
[ 2.00029 , -0.00682968 , 1.42449e-06 ],
[ 2.0003 , -0.00722989 , 1.42358e-06 ],
[ 2.00032 , -0.00764136 , 1.42265e-06 ],
[ 2.00034 , -0.00806407 , 1.4217e-06 ],
[ 2.00036 , -0.00849801 , 1.42072e-06 ],
[ 2.00037 , -0.00894316 , 1.41971e-06 ],
[ 2.00039 , -0.0093995 , 1.41868e-06 ],
[ 2.00041 , -0.00986702 , 1.41763e-06 ],
[ 2.00043 , -0.0103457 , 1.41655e-06 ],
[ 2.00045 , -0.0108355 , 1.41545e-06 ],
[ 2.00047 , -0.0113365 , 1.41432e-06 ],
[ 2.0005 , -0.0118486 , 1.41317e-06 ],
[ 2.00052 , -0.0123717 , 1.41199e-06 ],
[ 2.00054 , -0.0129059 , 1.41079e-06 ],
[ 2.00056 , -0.0134512 , 1.40956e-06 ],
[ 2.00059 , -0.0140075 , 1.40831e-06 ],
[ 2.00061 , -0.0145748 , 1.40704e-06 ],
[ 2.00064 , -0.0151532 , 1.40575e-06 ],
[ 2.00066 , -0.0157425 , 1.40443e-06 ],
[ 2.00069 , -0.0163427 , 1.40308e-06 ],
[ 2.00071 , -0.0169539 , 1.40171e-06 ],
[ 2.00074 , -0.0175759 , 1.40032e-06 ],
[ 2.00076 , -0.0182089 , 1.39891e-06 ],
[ 2.00079 , -0.0188527 , 1.39747e-06 ],
[ 2.00082 , -0.0195074 , 1.39601e-06 ],
[ 2.00085 , -0.0201728 , 1.39453e-06 ],
[ 2.00088 , -0.0208491 , 1.39302e-06 ],
[ 2.00091 , -0.0215361 , 1.39149e-06 ],
[ 2.00093 , -0.0222339 , 1.38994e-06 ],
[ 2.00096 , -0.0229424 , 1.38837e-06 ],
[ 2.001 , -0.0236616 , 1.38677e-06 ],
[ 2.00103 , -0.0243914 , 1.38515e-06 ],
[ 2.00106 , -0.0251319 , 1.38351e-06 ],
[ 2.00109 , -0.025883 , 1.38185e-06 ],
[ 2.00112 , -0.0266447 , 1.38016e-06 ],
[ 2.00115 , -0.027417 , 1.37846e-06 ],
[ 2.00119 , -0.0281998 , 1.37673e-06 ],
[ 2.00122 , -0.0289931 , 1.37498e-06 ],
[ 2.00126 , -0.0297969 , 1.3732e-06 ],
[ 2.00129 , -0.0306111 , 1.37141e-06 ],
[ 2.00133 , -0.0314357 , 1.3696e-06 ],
[ 2.00136 , -0.0322708 , 1.36776e-06 ],
[ 2.0014 , -0.0331162 , 1.36591e-06 ],
[ 2.00143 , -0.0339719 , 1.36403e-06 ],
[ 2.00147 , -0.0348379 , 1.36213e-06 ],
[ 2.00151 , -0.0357142 , 1.36021e-06 ],
[ 2.00155 , -0.0366008 , 1.35827e-06 ],
[ 2.00159 , -0.0374975 , 1.35631e-06 ],
[ 2.00163 , -0.0384045 , 1.35433e-06 ],
[ 2.00166 , -0.0393216 , 1.35234e-06 ],
[ 2.0017 , -0.0402487 , 1.35032e-06 ],
[ 2.00174 , -0.041186 , 1.34828e-06 ],
[ 2.00179 , -0.0421333 , 1.34622e-06 ],
[ 2.00183 , -0.0430907 , 1.34414e-06 ],
[ 2.00187 , -0.044058 , 1.34205e-06 ],
