[-3315.41 , 0.0358755 , -3315.37],
[-3315.69 , 0.32092 , -3315.37],
[-3316.25 , 0.880717 , -3315.37],
[-3317.07 , 1.69542 , -3315.37],
[-3318.11 , 2.73704 , -3315.38],
[-3319.35 , 3.97131 , -3315.38],
[-3320.74 , 5.35984 , -3315.38],
[-3322.25 , 6.86242 , -3315.38],
[-3323.82 , 8.43901 , -3315.39],
[-3325.44 , 10.0517 , -3315.39],
[-3327.06 , 11.6658 , -3315.39],
[-3328.64 , 13.2513 , -3315.39],
[-3330.17 , 14.7831 , -3315.39],
[-3331.63 , 16.241 , -3315.39],
[-3333 , 17.6099 , -3315.39],
[-3334.27 , 18.8794 , -3315.39],
[-3335.44 , 20.043 , -3315.39],
[-3336.49 , 21.0975 , -3315.39],
[-3337.44 , 22.043 , -3315.39],
[-3338.27 , 22.8812 , -3315.39],
[-3339.01 , 23.6159 , -3315.39],
[-3339.64 , 24.2519 , -3315.39],
[-3340.15 , 24.7949 , -3315.35],
[-3340.6 , 25.251 , -3315.35],
[-3340.98 , 25.6263 , -3315.35],
[-3341.28 , 25.9271 , -3315.35],
[-3341.41 , 26.1597 , -3315.25],
[-3341.58 , 26.33 , -3315.25],
[-3341.57 , 26.4435 , -3315.12],
[-3341.62 , 26.5059 , -3315.11],
[-3341.53 , 26.522 , -3315.01],
[-3341.5 , 26.4969 , -3315.01],
[-3341.34 , 26.4349 , -3314.9],
[-3341.24 , 26.3405 , -3314.9],
[-3341.12 , 26.2179 , -3314.9],
[-3340.92 , 26.0709 , -3314.85],
[-3340.62 , 25.9036 , -3314.72],
[-3340.42 , 25.7197 , -3314.7],
[-3340.2 , 25.5229 , -3314.68],
[-3339.98 , 25.3169 , -3314.66],
[-3339.75 , 25.105 , -3314.65],
[-3339.44 , 24.8908 , -3314.55],
[-3339.21 , 24.6781 , -3314.53],
[-3339 , 24.47 , -3314.53],
[-3338.78 , 24.2694 , -3314.51],
[-3338.54 , 24.0796 , -3314.46],
[-3338.24 , 23.9036 , -3314.34],
[-3338.03 , 23.7443 , -3314.28],
[-3337.89 , 23.6045 , -3314.28],
[-3337.78 , 23.4868 , -3314.29],
[-3337.61 , 23.3934 , -3314.22],
[-3337.48 , 23.3265 , -3314.16],
[-3337.44 , 23.2879 , -3314.15],
[-3337.43 , 23.279 , -3314.15],
[-3337.45 , 23.3013 , -3314.15],
[-3337.5 , 23.3554 , -3314.15],
[-3337.59 , 23.4421 , -3314.15],
[-3337.71 , 23.5614 , -3314.15],
[-3337.86 , 23.7134 , -3314.15],
[-3338.04 , 23.8974 , -3314.15],
[-3338.25 , 24.1128 , -3314.14],
[-3338.5 , 24.3583 , -3314.14],
