15000 ,150000
28505.2 ,150000
40633.2 ,150000
51320.9 ,150000
57637.1 ,150000
63330.5 ,150000
70649.1 ,150000
77152.6 ,150000
82194.3 ,150000
86713.8 ,150000
90100.6 ,150000
95062.7 ,150000
98931.2 ,150000
103191 ,150000
103908 ,150000
109278 ,150000
113138 ,150000
117194 ,150000
120398 ,150000
122839 ,150000
124696 ,150000
124196 ,150000
126283 ,150000
129173 ,150000
131340 ,150000
132751 ,150000
133200 ,150000
134482 ,150000
136460 ,150000
138133 ,150000
139484 ,150000
140616 ,150000
141596 ,150000
142461 ,150000
143233 ,150000
143924 ,150000
144541 ,150000
145093 ,150000
145586 ,150000
146027 ,150000
146423 ,150000
146779 ,150000
147099 ,150000
147388 ,150000
147648 ,150000
147883 ,150000
148095 ,150000
148287 ,150000
148460 ,150000
148615 ,150000
148755 ,150000
148880 ,150000
148992 ,150000
149093 ,150000
149184 ,150000
149266 ,150000
149340 ,150000
149406 ,150000
149465 ,150000
149519 ,150000
149567 ,150000
149611 ,150000
149650 ,150000
149685 ,150000
149716 ,150000
149744 ,150000
149770 ,150000
149793 ,150000
149813 ,150000
149832 ,150000
149848 ,150000
149863 ,150000
149877 ,150000
149889 ,150000
149900 ,150000
149910 ,150000
149919 ,150000
149927 ,150000
149934 ,150000
149940 ,150000
149946 ,150000
149951 ,150000
149956 ,150000
149960 ,150000
149964 ,150000
149968 ,150000
149971 ,150000
149974 ,150000
149976 ,150000
149979 ,150000
149981 ,150000
149983 ,150000
149985 ,150000
149986 ,150000
149988 ,150000
149989 ,150000
149990 ,150000
149991 ,150000
149992 ,150000
149993 ,150000
149993 ,150000
149994 ,150000
149995 ,150000
149995 ,150000
149996 ,150000
149996 ,150000
149996 ,150000
149997 ,150000
149997 ,150000
149997 ,150000
149998 ,150000
149998 ,150000
149998 ,150000
149998 ,150000
149998 ,150000
149998 ,150000
149999 ,150000
149999 ,150000
149999 ,150000
149999 ,150000
149999 ,150000
149999 ,150000
149999 ,150000
149999 ,150000
149999 ,150000
149999 ,150000
149999 ,150000
149999 ,150000
149999 ,150000
149999 ,150000
149999 ,150000
149999 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
150000 ,150000
