0, 0, -11.8818, 11.8818, 
100, 0, -3.32015, 3.32015, 
200, 0, 2.90989, -2.90989, 
300, 0, 1.51741, -1.51741, 
400, 0, -12.4348, 12.4348, 
500, 0, -8.14312, 8.14312, 
600, 0, -2.97018, 2.97018, 
700, 0, 7.33166, -7.33166, 
800, 0, -8.47473, 8.47473, 
900, 0, -10.0377, 10.0377, 
1000, 0, -4.72705, 4.72705, 
1100, 0, 4.10357, -4.10357, 
1200, 0, -2.81064, 2.81064, 
1300, 0, -3.42341, 3.42341, 
1400, 0, -11.3265, 11.3265, 
1500, 0, -3.8656, 3.8656, 
1600, 0, -2.52286, 2.52286, 
1700, 0, 0.134648, -0.134648, 
1800, 0, -7.559, 7.559, 
1900, 0, -6.36511, 6.36511, 
2000, 0, -8.40612, 8.40612, 
2100, 0, 1.53495, -1.53495, 
2200, 0, -3.22741, 3.22741, 
2300, 0, -9.33279, 9.33279, 
2400, 0, -6.17727, 6.17727, 
2500, 0, -3.55912, 3.55912, 
2600, 0, -1.99936, 1.99936, 
2700, 0, -6.4493, 6.4493, 
2800, 0, -6.58742, 6.58742, 
2900, 0, -6.46609, 6.46609, 
3000, 0, -2.23134, 2.23134, 
3100, 0, -2.22494, 2.22494, 
3200, 0, -7.41195, 7.41195, 
3300, 0, -10.7144, 10.7144, 
3400, 0, -5.19926, 5.19926, 
3500, 0, 6.0631, -6.0631, 
3600, 0, -2.86571, 2.86571, 
3700, 0, -3.99728, 3.99728, 
3800, 0, -9.93558, 9.93558, 
3900, 0, -2.99561, 2.99561, 
4000, 0, -0.265975, 0.265975, 
4100, 0, -2.94619, 2.94619, 
4200, 0, -6.27127, 6.27127, 
4300, 0, -1.80887, 1.80887, 
4400, 0, -9.92561, 9.92561, 
4500, 0, -0.0422863, 0.0422863, 
4600, 0, -5.7735, 5.7735, 
4700, 0, -5.99137, 5.99137, 
4800, 0, -7.00567, 7.00567, 
4900, 0, -2.15645, 2.15645, 
5000, 0, -3.07617, 3.07617, 
5100, 0, 3.88164, -3.88164, 
5200, 0, -8.07136, 8.07136, 
5300, 0, -5.4346, 5.4346, 
5400, 0, 3.47558, -3.47558, 
5500, 0, -5.01993, 5.01993, 
5600, 0, -6.67467, 6.67467, 
5700, 0, -7.15517, 7.15517, 
5800, 0, -0.524982, 0.524982, 
5900, 0, 5.74438, -5.74438, 
6000, 0, -5.25026, 5.25026, 
6100, 0, -3.76533, 3.76533, 
6200, 0, 2.38152, -2.38152, 
6300, 0, -0.719318, 0.719318, 
6400, 0, 1.01607, -1.01607, 
6500, 0, -6.79915, 6.79915, 
6600, 0, 0.796993, -0.796993, 
6700, 0, 4.31634, -4.31634, 
6800, 0, -3.86522, 3.86522, 
6900, 0, -1.83896, 1.83896, 
7000, 0, -2.63899, 2.63899, 
7100, 0, -7.85384, 7.85384, 
7200, 0, 7.80768, -7.80768, 
7300, 0, -1.73744, 1.73744, 
7400, 0, -7.63045, 7.63045, 
7500, 0, -0.317054, 0.317054, 
7600, 0, 0.168616, -0.168616, 
7700, 0, 1.09073, -1.09073, 
7800, 0, 4.22496, -4.22496, 
7900, 0, 0.00185721, -0.00185721, 
8000, 0, 0.513123, -0.513123, 
8100, 0, -4.47165, 4.47165, 
8200, 0, -1.4959, 1.4959, 
8300, 0, -1.73321, 1.73321, 
8400, 0, -1.17303, 1.17303, 
8500, 0, 3.12445, -3.12445, 
8600, 0, -3.43321, 3.43321, 
8700, 0, -5.15031, 5.15031, 
8800, 0, 3.48139, -3.48139, 
8900, 0, -3.01456, 3.01456, 
9000, 0, -4.99233, 4.99233, 
9100, 0, -1.40314, 1.40314, 
9200, 0, 0.750662, -0.750662, 
9300, 0, -3.42647, 3.42647, 
9400, 0, -0.47009, 0.47009, 
9500, 0, -5.15978, 5.15978, 
9600, 0, -0.213556, 0.213556, 
9700, 0, -2.36517, 2.36517, 
9800, 0, 4.94806, -4.94806, 
9900, 0, -4.9522, 4.9522, 
10000, 0, -0.698109, 0.698109, 
10100, 0, -4.87912, 4.87912, 
10200, 0, -1.28357, 1.28357, 
10300, 0, -6.21135, 6.21135, 
10400, 0, 3.19811, -3.19811, 
10500, 0, -5.02176, 5.02176, 
10600, 0, 0.915746, -0.915746, 
10700, 0, -0.714833, 0.714833, 
10800, 0, -3.36717, 3.36717, 
10900, 0, -6.91916, 6.91916, 
11000, 0, 0.0992292, -0.0992292, 
11100, 0, -0.967218, 0.967218, 
11200, 0, 0.64502, -0.64502, 
11300, 0, -7.48558, 7.48558, 
11400, 0, -0.0668346, 0.0668346, 
11500, 0, 1.20524, -1.20524, 
11600, 0, -1.98918, 1.98918, 
11700, 0, -2.3455, 2.3455, 
11800, 0, -1.73312, 1.73312, 
11900, 0, 1.87436, -1.87436, 
12000, 0, -4.81288, 4.81288, 
