[ -1105.04 ,86.5576 ],
[ -1101.18 ,139.203 ],
[ -1096.92 ,184.091 ],
[ -1093.08 ,240.282 ],
[ -1088.97 ,281.633 ],
[ -1085.01 ,349.671 ],
[ -1080.94 ,363.817 ],
[ -1077.03 ,431.303 ],
[ -1072.93 ,463.795 ],
[ -1068.9 ,509.972 ],
[ -1064.87 ,571.685 ],
[ -1060.79 ,593.645 ],
[ -1056.83 ,645.325 ],
[ -1052.8 ,666.445 ],
[ -1048.76 ,702.247 ],
[ -1044.75 ,756.288 ],
[ -1040.69 ,747.027 ],
[ -1036.65 ,776.351 ],
[ -1032.62 ,791.788 ],
[ -1028.58 ,779.601 ],
[ -1024.56 ,831.366 ],
[ -1020.52 ,843.438 ],
[ -1016.48 ,875.407 ],
[ -1012.44 ,892.341 ],
[ -1008.42 ,931.419 ],
[ -1004.41 ,969.539 ],
[ -1000.36 ,1006.14 ],
[ -996.339 ,1020.02 ],
[ -992.325 ,1092.05 ],
[ -988.262 ,1110.63 ],
[ -984.255 ,1138.85 ],
[ -980.208 ,1180.3 ],
[ -976.183 ,1222.01 ],
[ -972.192 ,1261.39 ],
[ -968.104 ,1275.59 ],
[ -964.128 ,1344.48 ],
[ -960.107 ,1386.58 ],
[ -956.031 ,1385.46 ],
[ -952.013 ,1442.87 ],
