[ 0.031123 ,0 ],
[ 0.279964 ,2 ],
[ 0.776886 ,4 ],
[ 1.52037 ,6 ],
[ 2.50816 ,8 ],
[ 3.73728 ,10 ],
[ 5.20402 ,12 ],
[ 6.90402 ,14 ],
[ 8.83228 ,16 ],
[ 10.9832 ,18 ],
[ 13.3505 ,20 ],
[ 15.9276 ,22 ],
[ 18.7073 ,24 ],
[ 21.682 ,26 ],
[ 24.8437 ,28 ],
[ 28.1841 ,30 ],
[ 31.6946 ,32 ],
[ 35.3665 ,34 ],
[ 39.1907 ,36 ],
[ 43.1579 ,38 ],
[ 47.2589 ,40 ],
[ 51.4845 ,42 ],
[ 55.8252 ,44 ],
[ 60.272 ,46 ],
[ 64.8153 ,48 ],
[ 69.4458 ,50 ],
[ 74.1553 ,52 ],
[ 78.9351 ,54 ],
[ 83.7766 ,56 ],
[ 88.6714 ,58 ],
[ 93.6117 ,60 ],
[ 98.5897 ,62 ],
[ 103.598 ,64 ],
[ 108.629 ,66 ],
[ 113.676 ,68 ],
[ 118.733 ,70 ],
[ 123.794 ,72 ],
[ 128.851 ,74 ],
[ 133.901 ,76 ],
[ 138.936 ,78 ],
[ 143.953 ,80 ],
[ 148.946 ,82 ],
[ 153.911 ,84 ],
[ 158.844 ,86 ],
[ 163.739 ,88 ],
[ 168.595 ,90 ],
[ 173.407 ,92 ],
[ 178.171 ,94 ],
[ 182.886 ,96 ],
[ 187.546 ,98 ],
[ 192.151 ,100 ],
[ 196.697 ,102 ],
[ 201.181 ,104 ],
[ 205.602 ,106 ],
[ 209.956 ,108 ],
[ 214.242 ,110 ],
[ 218.459 ,112 ],
[ 222.603 ,114 ],
[ 226.674 ,116 ],
[ 230.67 ,118 ],
[ 234.589 ,120 ],
[ 238.43 ,122 ],
[ 242.196 ,124 ],
[ 245.884 ,126 ],
[ 249.492 ,128 ],
[ 253.019 ,130 ],
[ 256.464 ,132 ],
[ 259.826 ,134 ],
[ 263.106 ,136 ],
[ 266.304 ,138 ],
[ 269.422 ,140 ],
[ 272.457 ,142 ],
[ 275.41 ,144 ],
[ 278.281 ,146 ],
[ 281.07 ,148 ],
[ 283.779 ,150 ],
[ 286.41 ,152 ],
[ 288.962 ,154 ],
[ 291.437 ,156 ],
[ 293.838 ,158 ],
[ 296.164 ,160 ],
[ 298.419 ,162 ],
[ 300.603 ,164 ],
[ 302.718 ,166 ],
[ 304.766 ,168 ],
[ 306.748 ,170 ],
[ 308.668 ,172 ],
[ 310.531 ,174 ],
[ 312.339 ,176 ],
[ 314.091 ,178 ],
[ 315.787 ,180 ],
[ 317.431 ,182 ],
[ 319.026 ,184 ],
[ 320.571 ,186 ],
[ 322.067 ,188 ],
[ 323.515 ,190 ],
[ 324.917 ,192 ],
[ 326.274 ,194 ],
[ 327.587 ,196 ],
[ 328.857 ,198 ],
[ 330.085 ,200 ],
[ 331.273 ,202 ],
[ 332.421 ,204 ],
[ 333.531 ,206 ],
[ 334.604 ,208 ],
[ 335.642 ,210 ],
[ 336.646 ,212 ],
[ 337.618 ,214 ],
[ 338.559 ,216 ],
[ 339.467 ,218 ],
[ 340.342 ,220 ],
[ 341.184 ,222 ],
[ 341.995 ,224 ],
[ 342.774 ,226 ],
[ 343.524 ,228 ],
[ 344.243 ,230 ],
[ 344.933 ,232 ],
[ 345.594 ,234 ],
[ 346.225 ,236 ],
[ 346.826 ,238 ],
[ 347.398 ,240 ],
[ 347.941 ,242 ],
[ 348.457 ,244 ],
[ 348.943 ,246 ],
[ 349.401 ,248 ],
[ 349.831 ,250 ],
[ 350.23 ,252 ],
[ 350.601 ,254 ],
[ 350.943 ,256 ],
[ 351.253 ,258 ],
[ 351.532 ,260 ],
[ 351.781 ,262 ],
[ 351.999 ,264 ],
[ 352.186 ,266 ],
[ 352.345 ,268 ],
[ 352.474 ,270 ],
[ 352.574 ,272 ],
[ 352.646 ,274 ],
[ 352.688 ,276 ],
[ 352.704 ,278 ],
[ 352.694 ,280 ],
[ 352.656 ,282 ],
[ 352.591 ,284 ],
[ 352.501 ,286 ],
[ 352.385 ,288 ],
[ 352.248 ,290 ],
[ 352.09 ,292 ],
[ 351.914 ,294 ],
[ 351.719 ,296 ],
[ 351.505 ,298 ],
[ 351.274 ,300 ],
[ 351.027 ,302 ],
[ 350.765 ,304 ],
[ 350.491 ,306 ],
[ 350.205 ,308 ],
[ 349.91 ,310 ],
[ 349.607 ,312 ],
[ 349.297 ,314 ],
[ 348.982 ,316 ],
[ 348.664 ,318 ],
[ 348.344 ,320 ],
[ 348.023 ,322 ],
[ 347.704 ,324 ],
[ 347.386 ,326 ],
[ 347.073 ,328 ],
[ 346.765 ,330 ],
[ 346.463 ,332 ],
[ 346.168 ,334 ],
[ 345.88 ,336 ],
[ 345.602 ,338 ],
[ 345.333 ,340 ],
[ 345.074 ,342 ],
[ 344.827 ,344 ],
[ 344.591 ,346 ],
[ 344.367 ,348 ],
[ 344.156 ,350 ],
[ 343.958 ,352 ],
[ 343.774 ,354 ],
[ 343.602 ,356 ],
[ 343.443 ,358 ],
[ 343.298 ,360 ],
[ 343.169 ,362 ],
[ 343.054 ,364 ],
[ 342.953 ,366 ],
[ 342.866 ,368 ],
[ 342.794 ,370 ],
[ 342.736 ,372 ],
[ 342.694 ,374 ],
[ 342.666 ,376 ],
[ 342.655 ,378 ],
[ 342.658 ,380 ],
[ 342.676 ,382 ],
[ 342.709 ,384 ],
[ 342.755 ,386 ],
[ 342.817 ,388 ],
[ 342.893 ,390 ],
[ 342.985 ,392 ],
[ 343.092 ,394 ],
[ 343.216 ,396 ],
[ 343.355 ,398 ],
[ 343.509 ,400 ],
[ 343.678 ,402 ],
[ 343.863 ,404 ],
[ 344.064 ,406 ],
[ 344.281 ,408 ],
[ 344.516 ,410 ],
[ 344.77 ,412 ],
[ 345.042 ,414 ],
[ 345.333 ,416 ],
[ 345.645 ,418 ],
[ 345.979 ,420 ],
[ 346.334 ,422 ],
[ 346.711 ,424 ],
[ 347.111 ,426 ],
[ 347.534 ,428 ],
[ 347.98 ,430 ],
[ 348.452 ,432 ],
[ 348.95 ,434 ],
[ 349.476 ,436 ],
[ 350.031 ,438 ],
[ 350.614 ,440 ],
[ 351.226 ,442 ],
[ 351.867 ,444 ],
[ 352.536 ,446 ],
[ 353.235 ,448 ],
[ 353.964 ,450 ],
[ 354.724 ,452 ],
[ 355.515 ,454 ],
[ 356.337 ,456 ],
[ 357.189 ,458 ],
[ 358.073 ,460 ],
[ 358.987 ,462 ],
[ 359.932 ,464 ],
[ 360.907 ,466 ],
[ 361.912 ,468 ],
[ 362.945 ,470 ],
[ 364.007 ,472 ],
[ 365.099 ,474 ],
[ 366.218 ,476 ],
[ 367.363 ,478 ],
[ 368.534 ,480 ],
[ 369.731 ,482 ],
[ 370.951 ,484 ],
[ 372.195 ,486 ],
[ 373.46 ,488 ],
[ 374.744 ,490 ],
[ 376.049 ,492 ],
[ 377.372 ,494 ],
[ 378.711 ,496 ],
[ 380.066 ,498 ],
[ 381.435 ,500 ],
[ 382.817 ,502 ],
[ 384.212 ,504 ],
[ 385.619 ,506 ],
[ 387.036 ,508 ],
[ 388.461 ,510 ],
[ 389.894 ,512 ],
[ 391.332 ,514 ],
[ 392.776 ,516 ],
[ 394.223 ,518 ],
[ 395.671 ,520 ],
[ 397.119 ,522 ],
[ 398.566 ,524 ],
[ 400.011 ,526 ],
[ 401.453 ,528 ],
[ 402.891 ,530 ],
[ 404.323 ,532 ],
[ 405.747 ,534 ],
[ 407.163 ,536 ],
[ 408.57 ,538 ],
[ 409.964 ,540 ],
[ 411.346 ,542 ],
[ 412.716 ,544 ],
[ 414.073 ,546 ],
[ 415.415 ,548 ],
[ 416.74 ,550 ],
[ 418.047 ,552 ],
[ 419.334 ,554 ],
[ 420.601 ,556 ],
[ 421.846 ,558 ],
[ 423.071 ,560 ],
[ 424.271 ,562 ],
[ 425.446 ,564 ],
[ 426.595 ,566 ],
[ 427.717 ,568 ],
[ 428.813 ,570 ],
[ 429.88 ,572 ],
[ 430.917 ,574 ],
[ 431.925 ,576 ],
[ 432.902 ,578 ],
[ 433.848 ,580 ],
[ 434.765 ,582 ],
[ 435.648 ,584 ],
[ 436.498 ,586 ],
[ 437.312 ,588 ],
[ 438.092 ,590 ],
[ 438.837 ,592 ],
[ 439.546 ,594 ],
[ 440.219 ,596 ],
[ 440.855 ,598 ],
[ 441.455 ,600 ],
[ 442.017 ,602 ],
[ 442.539 ,604 ],
[ 443.022 ,606 ],
[ 443.466 ,608 ],
[ 443.87 ,610 ],
[ 444.233 ,612 ],
[ 444.556 ,614 ],
[ 444.838 ,616 ],
[ 445.081 ,618 ],
[ 445.283 ,620 ],
[ 445.441 ,622 ],
[ 445.554 ,624 ],
[ 445.624 ,626 ],
[ 445.65 ,628 ],
[ 445.631 ,630 ],
[ 445.564 ,632 ],
[ 445.448 ,634 ],
[ 445.284 ,636 ],
[ 445.069 ,638 ],
[ 444.805 ,640 ],
[ 444.489 ,642 ],
[ 444.123 ,644 ],
[ 443.706 ,646 ],
[ 443.238 ,648 ],
[ 442.718 ,650 ],
[ 442.143 ,652 ],
[ 441.515 ,654 ],
[ 440.831 ,656 ],
[ 440.093 ,658 ],
[ 439.3 ,660 ],
[ 438.453 ,662 ],
[ 437.549 ,664 ],
[ 436.589 ,666 ],
[ 435.574 ,668 ],
[ 434.503 ,670 ],
[ 433.375 ,672 ],
[ 432.191 ,674 ],
[ 430.951 ,676 ],
[ 429.656 ,678 ],
[ 428.304 ,680 ],
[ 426.898 ,682 ],
[ 425.436 ,684 ],
[ 423.919 ,686 ],
[ 422.349 ,688 ],
[ 420.725 ,690 ],
[ 419.049 ,692 ],
[ 417.322 ,694 ],
[ 415.546 ,696 ],
[ 413.72 ,698 ],
[ 411.847 ,700 ],
[ 409.927 ,702 ],
[ 407.962 ,704 ],
[ 405.953 ,706 ],
[ 403.901 ,708 ],
[ 401.809 ,710 ],
